country,year,iso_code,population,gdp,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,methane,nitrous_oxide,total_ghg,ghg_per_capita
Argentina,1994,ARG,37095691.0,251566000000.0,131.27,3.539,3.79,56.77,71.07,95.16,49.16,275.58,7.429
Argentina,1995,ARG,37392456.0,257855000000.0,137.85,3.687,3.89,58.13,75.48,98.39,47.98,284.22,7.601
Argentina,1996,ARG,37691596.0,264301000000.0,138.06,3.663,3.84,57.58,75.17,97.68,48.73,284.48,7.547
Argentina,1997,ARG,37993129.0,270909000000.0,138.13,3.636,3.88,57.94,74.98,102.65,49.64,290.42,7.644
Argentina,1998,ARG,38297074.0,277682000000.0,139.55,3.644,3.96,60.41,75.54,102.16,51.19,292.9,7.648
Argentina,1999,ARG,38603451.0,284624000000.0,142.44,3.69,3.97,60.92,76.55,102.91,51.9,297.25,7.7
Argentina,2000,ARG,38912278.0,291739000000.0,141.35,3.632,3.37,53.84,84.29,103.33,50.91,295.59,7.596
Argentina,2001,ARG,39223576.0,299033000000.0,142.5,3.633,3.39,54.23,83.0,103.88,52.8,299.18,7.628
Argentina,2002,ARG,39537365.0,306509000000.0,147.23,3.724,3.36,56.36,86.07,104.27,52.77,304.27,7.696
Argentina,2003,ARG,39853664.0,314171000000.0,150.16,3.768,3.41,57.5,88.51,110.42,55.14,315.73,7.922
Argentina,2004,ARG,40172493.0,322026000000.0,152.64,3.8,3.44,57.59,89.9,107.09,54.33,314.06,7.818
Argentina,2005,ARG,40493873.0,330076000000.0,154.24,3.809,3.54,59.86,91.19,111.11,54.32,319.67,7.894
Argentina,2006,ARG,40817824.0,338328000000.0,150.49,3.687,3.4,56.33,89.34,109.99,56.21,316.69,7.759
Argentina,2007,ARG,41144367.0,346786000000.0,157.68,3.832,3.48,60.78,93.37,112.03,56.96,326.67,7.94
Argentina,2008,ARG,41473522.0,355456000000.0,158.87,3.831,3.58,59.65,95.66,114.39,58.24,331.5,7.993
Argentina,2009,ARG,41805310.0,364342000000.0,156.36,3.74,3.46,59.36,92.89,114.73,56.88,327.97,7.845
Argentina,2010,ARG,42139752.0,373451000000.0,161.48,3.832,3.56,61.14,97.51,116.29,56.52,334.29,7.933
Argentina,2011,ARG,42476870.0,382787000000.0,160.41,3.776,3.46,59.94,95.32,117.45,58.09,335.94,7.909
Argentina,2012,ARG,42816685.0,392357000000.0,162.34,3.791,3.47,60.06,99.58,121.3,60.08,343.71,8.027
Argentina,2013,ARG,43159219.0,402166000000.0,162.79,3.772,3.49,61.72,99.43,117.16,60.49,340.44,7.888
Argentina,2014,ARG,43504493.0,412220000000.0,170.61,3.922,3.6,64.09,103.13,121.4,58.9,350.92,8.066
Argentina,2015,ARG,43852528.0,422525000000.0,170.73,3.893,3.51,63.42,102.71,122.79,59.88,353.39,8.059
Argentina,2016,ARG,44203349.0,433089000000.0,172.93,3.912,3.62,63.37,103.45,121.08,63.25,357.26,8.082
Argentina,2017,ARG,44556975.0,443916000000.0,173.28,3.889,3.56,63.18,106.16,127.73,63.71,364.72,8.185
Argentina,2018,ARG,44913431.0,455014000000.0,175.88,3.916,3.52,63.97,105.38,124.39,61.73,362.0,8.06
Argentina,2019,ARG,45272739.0,466389000000.0,174.4,3.852,3.51,65.4,107.08,130.05,64.55,368.99,8.15
Argentina,2020,ARG,45634921.0,478049000000.0,162.57,3.562,3.29,59.2,100.12,118.59,61.65,342.81,7.512
Argentina,2021,ARG,46000000.0,490000000000.0,177.87,3.867,3.5,66.31,107.07,131.53,65.88,375.28,8.158
Netherlands,1990,NLD,14060346.0,474417000000.0,167.78,11.933,15.8,92.36,60.56,22.42,11.1,201.3,14.317
Netherlands,1991,NLD,14172829.0,486278000000.0,165.46,11.674,15.07,89.92,61.95,22.44,10.91,198.81,14.028
Netherlands,1992,NLD,14286211.0,498434000000.0,159.74,11.181,14.68,87.42,59.15,21.75,10.61,192.09,13.446
Netherlands,1993,NLD,14400501.0,510895000000.0,162.16,11.26,14.97,89.1,59.9,21.45,10.87,194.48,13.505
Netherlands,1994,NLD,14515705.0,523668000000.0,158.49,10.918,14.93,85.14,58.17,21.41,10.92,190.82,13.145
Netherlands,1995,NLD,14631831.0,536759000000.0,162.56,11.11,15.16,87.0,59.27,21.02,10.85,194.42,13.288
Netherlands,1996,NLD,14748885.0,550178000000.0,156.81,10.632,14.55,85.96,58.5,21.33,10.67,188.82,12.802
Netherlands,1997,NLD,14866877.0,563933000000.0,156.37,10.518,14.55,85.56,56.86,21.2,10.87,188.44,12.675
Netherlands,1998,NLD,14985812.0,578031000000.0,162.0,10.81,14.82,87.69,58.78,20.69,10.86,193.55,12.916
Netherlands,1999,NLD,15105698.0,592482000000.0,160.79,10.644,15.02,85.29,59.88,21.02,10.45,192.26,12.728
Netherlands,2000,NLD,15226544.0,607294000000.0,157.87,10.368,12.35,81.56,64.79,20.61,10.3,188.77,12.398
Netherlands,2001,NLD,15348356.0,622476000000.0,154.28,10.052,11.97,79.04,64.19,20.29,10.17,184.74,12.036
Netherlands,2002,NLD,15471143.0,638038000000.0,156.57,10.12,12.45,79.25,64.09,20.92,10.26,187.75,12.135
Netherlands,2003,NLD,15594912.0,653989000000.0,151.58,9.72,11.93,77.52,62.83,21.0,10.46,183.03,11.737
Netherlands,2004,NLD,15719671.0,670339000000.0,152.23,9.684,11.72,76.18,62.17,20.82,10.52,183.57,11.678
Netherlands,2005,NLD,15845429.0,687097000000.0,157.31,9.928,12.16,78.78,64.39,20.88,10.3,188.49,11.896
Netherlands,2006,NLD,15972192.0,704275000000.0,153.9,9.636,11.89,78.56,65.07,19.86,10.35,184.11,11.527
Netherlands,2007,NLD,16099970.0,721882000000.0,154.92,9.622,11.66,78.76,64.36,20.86,9.87,185.64,11.531
Netherlands,2008,NLD,16228769.0,739929000000.0,152.1,9.373,11.31,77.42,63.04,19.88,10.1,182.08,11.22
Netherlands,2009,NLD,16358599.0,758427000000.0,153.88,9.406,11.39,76.43,65.49,20.1,10.3,184.28,11.265
Netherlands,2010,NLD,16489468.0,777388000000.0,147.35,8.936,11.02,73.34,61.41,20.22,10.06,177.63,10.772
Netherlands,2011,NLD,16621384.0,796822000000.0,151.15,9.094,11.07,75.76,63.83,20.48,9.83,181.46,10.917
Netherlands,2012,NLD,16754355.0,816743000000.0,146.98,8.772,10.71,73.89,61.88,20.29,9.76,177.03,10.566
Netherlands,2013,NLD,16888390.0,837162000000.0,150.67,8.922,10.8,75.91,65.32,19.31,10.13,180.11,10.665
Netherlands,2014,NLD,17023497.0,858091000000.0,146.65,8.615,10.79,73.82,62.25,19.23,9.68,175.57,10.313
Netherlands,2015,NLD,17159685.0,879543000000.0,143.27,8.349,10.14,70.37,61.3,19.85,9.54,172.66,10.062
Netherlands,2016,NLD,17296963.0,901531000000.0,142.81,8.256,10.24,70.29,60.49,19.01,9.95,171.77,9.931
Netherlands,2017,NLD,17435338.0,924070000000.0,147.08,8.436,10.35,73.62,63.6,19.51,9.76,176.34,10.114
Netherlands,2018,NLD,17574821.0,947171000000.0,144.93,8.246,10.09,70.65,62.65,19.65,9.64,174.22,9.913
Netherlands,2019,NLD,17715420.0,970851000000.0,145.63,8.221,10.37,71.24,63.74,19.3,9.83,174.76,9.865
Netherlands,2020,NLD,17857143.0,995122000000.0,135.74,7.602,9.48,66.51,59.84,17.25,8.98,161.98,9.071
Netherlands,2021,NLD,18000000.0,1020000000000.0,144.66,8.037,9.91,71.87,63.03,18.83,9.34,172.83,9.602
World,1990,,,,,,,,,,,,
World,1991,,,,,,,,,,,,
World,1992,,,,,,,,,,,,
World,1993,,,,,,,,,,,,
World,1994,,,,,,,,,,,,
World,1995,,,,,,,,,,,,
World,1996,,,,,,,,,,,,
World,1997,,,,,,,,,,,,
World,1998,,,,,,,,,,,,
World,1999,,,,,,,,,,,,
World,2000,,,,,,,,,,,,
World,2001,,,,,,,,,,,,
World,2002,,,,,,,,,,,,
World,2003,,,,,,,,,,,,
World,2004,,,,,,,,,,,,
World,2005,,,,,,,,,,,,
World,2006,,,,,,,,,,,,
World,2007,,,,,,,,,,,,
World,2008,,,,,,,,,,,,
World,2009,,,,,,,,,,,,
World,2010,,,,,,,,,,,,
World,2011,,,,,,,,,,,,
World,2012,,,,,,,,,,,,
World,2013,,,,,,,,,,,,
World,2014,,,,,,,,,,,,
World,2015,,,,,,,,,,,,
World,2016,,,,,,,,,,,,
World,2017,,,,,,,,,,,,
World,2018,,,,,,,,,,,,
World,2019,,,,,,,,,,,,
World,2020,,,,,,,,,,,,
World,2021,,,,,,,,,,,,
Asia,1990,,,,,,,,,,,,
Asia,1991,,,,,,,,,,,,
Asia,1992,,,,,,,,,,,,
Asia,1993,,,,,,,,,,,,
Asia,1994,,,,,,,,,,,,
Asia,1995,,,,,,,,,,,,
Asia,1996,,,,,,,,,,,,
Asia,1997,,,,,,,,,,,,
Asia,1998,,,,,,,,,,,,
Asia,1999,,,,,,,,,,,,
Asia,2000,,,,,,,,,,,,
Asia,2001,,,,,,,,,,,,
Asia,2002,,,,,,,,,,,,
Asia,2003,,,,,,,,,,,,
Asia,2004,,,,,,,,,,,,
Asia,2005,,,,,,,,,,,,
Asia,2006,,,,,,,,,,,,
Asia,2007,,,,,,,,,,,,
Asia,2008,,,,,,,,,,,,
Asia,2009,,,,,,,,,,,,
Asia,2010,,,,,,,,,,,,
Asia,2011,,,,,,,,,,,,
Asia,2012,,,,,,,,,,,,
Asia,2013,,,,,,,,,,,,
Asia,2014,,,,,,,,,,,,
Asia,2015,,,,,,,,,,,,
Asia,2016,,,,,,,,,,,,
Asia,2017,,,,,,,,,,,,
Asia,2018,,,,,,,,,,,,
Asia,2019,,,,,,,,,,,,
Asia,2020,,,,,,,,,,,,
Asia,2021,,,,,,,,,,,,
Europe,1990,,,,,,,,,,,,
Europe,1991,,,,,,,,,,,,
Europe,1992,,,,,,,,,,,,
Europe,1993,,,,,,,,,,,,
Europe,1994,,,,,,,,,,,,
Europe,1995,,,,,,,,,,,,
Europe,1996,,,,,,,,,,,,
Europe,1997,,,,,,,,,,,,
Europe,1998,,,,,,,,,,,,
Europe,1999,,,,,,,,,,,,
Europe,2000,,,,,,,,,,,,
Europe,2001,,,,,,,,,,,,
Europe,2002,,,,,,,,,,,,
Europe,2003,,,,,,,,,,,,
Europe,2004,,,,,,,,,,,,
Europe,2005,,,,,,,,,,,,
Europe,2006,,,,,,,,,,,,
Europe,2007,,,,,,,,,,,,
Europe,2008,,,,,,,,,,,,
Europe,2009,,,,,,,,,,,,
Europe,2010,,,,,,,,,,,,
Europe,2011,,,,,,,,,,,,
Europe,2012,,,,,,,,,,,,
Europe,2013,,,,,,,,,,,,
Europe,2014,,,,,,,,,,,,
Europe,2015,,,,,,,,,,,,
Europe,2016,,,,,,,,,,,,
Europe,2017,,,,,,,,,,,,
Europe,2018,,,,,,,,,,,,
Europe,2019,,,,,,,,,,,,
Europe,2020,,,,,,,,,,,,
Europe,2021,,,,,,,,,,,,
North America,1990,,,,,,,,,,,,
North America,1991,,,,,,,,,,,,
North America,1992,,,,,,,,,,,,
North America,1993,,,,,,,,,,,,
North America,1994,,,,,,,,,,,,
North America,1995,,,,,,,,,,,,
North America,1996,,,,,,,,,,,,
North America,1997,,,,,,,,,,,,
North America,1998,,,,,,,,,,,,
North America,1999,,,,,,,,,,,,
North America,2000,,,,,,,,,,,,
North America,2001,,,,,,,,,,,,
North America,2002,,,,,,,,,,,,
North America,2003,,,,,,,,,,,,
North America,2004,,,,,,,,,,,,
North America,2005,,,,,,,,,,,,
North America,2006,,,,,,,,,,,,
North America,2007,,,,,,,,,,,,
North America,2008,,,,,,,,,,,,
North America,2009,,,,,,,,,,,,
North America,2010,,,,,,,,,,,,
North America,2011,,,,,,,,,,,,
North America,2012,,,,,,,,,,,,
North America,2013,,,,,,,,,,,,
North America,2014,,,,,,,,,,,,
North America,2015,,,,,,,,,,,,
North America,2016,,,,,,,,,,,,
North America,2017,,,,,,,,,,,,
North America,2018,,,,,,,,,,,,
North America,2019,,,,,,,,,,,,
North America,2020,,,,,,,,,,,,
North America,2021,,,,,,,,,,,,
Africa,1990,,,,,,,,,,,,
Africa,1991,,,,,,,,,,,,
Africa,1992,,,,,,,,,,,,
Africa,1993,,,,,,,,,,,,
Africa,1994,,,,,,,,,,,,
Africa,1995,,,,,,,,,,,,
Africa,1996,,,,,,,,,,,,
Africa,1997,,,,,,,,,,,,
Africa,1998,,,,,,,,,,,,
Africa,1999,,,,,,,,,,,,
Africa,2000,,,,,,,,,,,,
Africa,2001,,,,,,,,,,,,
Africa,2002,,,,,,,,,,,,
Africa,2003,,,,,,,,,,,,
Africa,2004,,,,,,,,,,,,
Africa,2005,,,,,,,,,,,,
Africa,2006,,,,,,,,,,,,
Africa,2007,,,,,,,,,,,,
Africa,2008,,,,,,,,,,,,
Africa,2009,,,,,,,,,,,,
Africa,2010,,,,,,,,,,,,
Africa,2011,,,,,,,,,,,,
Africa,2012,,,,,,,,,,,,
Africa,2013,,,,,,,,,,,,
Africa,2014,,,,,,,,,,,,
Africa,2015,,,,,,,,,,,,
Africa,2016,,,,,,,,,,,,
Africa,2017,,,,,,,,,,,,
Africa,2018,,,,,,,,,,,,
Africa,2019,,,,,,,,,,,,
Africa,2020,,,,,,,,,,,,
Africa,2021,,,,,,,,,,,,
South America,1990,,,,,,,,,,,,
South America,1991,,,,,,,,,,,,
South America,1992,,,,,,,,,,,,
South America,1993,,,,,,,,,,,,
South America,1994,,,,,,,,,,,,
South America,1995,,,,,,,,,,,,
South America,1996,,,,,,,,,,,,
South America,1997,,,,,,,,,,,,
South America,1998,,,,,,,,,,,,
South America,1999,,,,,,,,,,,,
South America,2000,,,,,,,,,,,,
South America,2001,,,,,,,,,,,,
South America,2002,,,,,,,,,,,,
South America,2003,,,,,,,,,,,,
South America,2004,,,,,,,,,,,,
South America,2005,,,,,,,,,,,,
South America,2006,,,,,,,,,,,,
South America,2007,,,,,,,,,,,,
South America,2008,,,,,,,,,,,,
South America,2009,,,,,,,,,,,,
South America,2010,,,,,,,,,,,,
South America,2011,,,,,,,,,,,,
South America,2012,,,,,,,,,,,,
South America,2013,,,,,,,,,,,,
South America,2014,,,,,,,,,,,,
South America,2015,,,,,,,,,,,,
South America,2016,,,,,,,,,,,,
South America,2017,,,,,,,,,,,,
South America,2018,,,,,,,,,,,,
South America,2019,,,,,,,,,,,,
South America,2020,,,,,,,,,,,,
South America,2021,,,,,,,,,,,,
